A1 Ion Radius,A2 Ion Radius,A Ion Radius,B ion Radius,X1 Ion Radius,X2 Ion Radius,X3 Ion Radius,X4 Ion Radius,X Ion Radius,t,μ,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint,Ef (eV)
152,152,152,61,133,133,133,133,133,1.03879089,0.458646617,37,37,25,9,9,9,9,48,48,30,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.479,0.824,0.824,0.824,0.824,1.53,1.53,7.44,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,7.434,17.4228,17.4228,17.4228,17.4228,85.468,85.468,54.938,18.998,18.998,18.998,18.998,312.79,312.79,1519.15,53.63,53.63,53.63,53.63,-0.385687296
152,152,152,69,133,133,133,133,133,0.997650657,0.518796992,37,37,28,9,9,9,9,48,48,31,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.444,0.824,0.824,0.824,0.824,1.53,1.53,8.91,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,7.6398,17.4228,17.4228,17.4228,17.4228,85.468,85.468,58.693,18.998,18.998,18.998,18.998,312.79,312.79,1726.15,53.63,53.63,53.63,53.63,2.636438524
76,76,76,135,181,181,181,181,181,0.57508368,0.745856354,3,3,56,17,17,17,17,4,4,81,18,18,18,18,2,2,6,3,3,3,3,3.582,3.582,0.204,0.479,0.479,0.479,0.479,0.534,0.534,3.59,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,5.2117,12.9676,12.9676,12.9676,12.9676,6.941,6.941,137.327,35.453,35.453,35.453,35.453,453.85,453.85,1002.15,172.31,172.31,172.31,172.31,1.496598
76,76,76,74,181,181,181,181,181,0.712652717,0.408839779,3,3,30,17,17,17,17,4,4,35,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.388,0.479,0.479,0.479,0.479,0.534,0.534,7.13,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,9.3942,12.9676,12.9676,12.9676,12.9676,6.941,6.941,65.38,35.453,35.453,35.453,35.453,453.85,453.85,692.88,172.31,172.31,172.31,172.31,-1.632445
76,76,76,99,181,181,181,181,181,0.64902301,0.546961326,3,3,20,17,17,17,17,4,4,20,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.647,0.479,0.479,0.479,0.479,0.534,0.534,1.54,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,6.1132,12.9676,12.9676,12.9676,12.9676,6.941,6.941,40.078,35.453,35.453,35.453,35.453,453.85,453.85,1112.15,172.31,172.31,172.31,172.31,0.678476
76,76,76,97,181,181,181,181,181,0.65369224,0.535911602,3,3,48,17,17,17,17,4,4,64,18,18,18,18,2,2,5,3,3,3,3,3.582,3.582,0.232,0.479,0.479,0.479,0.479,0.534,0.534,8.69,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,8.9938,12.9676,12.9676,12.9676,12.9676,6.941,6.941,112.411,35.453,35.453,35.453,35.453,453.85,453.85,594.33,172.31,172.31,172.31,172.31,-0.014042
76,76,76,74.5,181,181,181,181,181,0.711258093,0.41160221,3,3,27,17,17,17,17,4,4,32,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.421,0.479,0.479,0.479,0.479,0.534,0.534,8.86,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,7.881,12.9676,12.9676,12.9676,12.9676,6.941,6.941,58.933,35.453,35.453,35.453,35.453,453.85,453.85,1768.15,172.31,172.31,172.31,172.31,2.767527
76,76,76,67,181,181,181,181,181,0.732767914,0.370165746,3,3,24,17,17,17,17,4,4,28,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.15,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,6.7665,12.9676,12.9676,12.9676,12.9676,6.941,6.941,51.996,35.453,35.453,35.453,35.453,453.85,453.85,2130.15,172.31,172.31,172.31,172.31,-3.168501
76,76,76,73,181,181,181,181,181,0.715458436,0.403314917,3,3,29,17,17,17,17,4,4,35,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.385,0.479,0.479,0.479,0.479,0.534,0.534,8.96,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,7.7264,12.9676,12.9676,12.9676,12.9676,6.941,6.941,63.546,35.453,35.453,35.453,35.453,453.85,453.85,1357.75,172.31,172.31,172.31,172.31,1.240116896
76,76,76,65,181,181,181,181,181,0.738725377,0.359116022,3,3,26,17,17,17,17,4,4,30,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.87,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,7.9024,12.9676,12.9676,12.9676,12.9676,6.941,6.941,55.845,35.453,35.453,35.453,35.453,453.85,453.85,1808.15,172.31,172.31,172.31,172.31,3.575708
76,76,76,72,181,181,181,181,181,0.718286335,0.397790055,3,3,12,17,17,17,17,4,4,12,18,18,18,18,2,2,3,3,3,3,3,3.582,3.582,1.023,0.479,0.479,0.479,0.479,0.534,0.534,1.74,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,7.6462,12.9676,12.9676,12.9676,12.9676,6.941,6.941,24.305,35.453,35.453,35.453,35.453,453.85,453.85,923.15,172.31,172.31,172.31,172.31,1.798578
76,76,76,61,181,181,181,181,181,0.750935714,0.337016575,3,3,25,17,17,17,17,4,4,30,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.479,0.479,0.479,0.479,0.479,0.534,0.534,7.44,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,7.434,12.9676,12.9676,12.9676,12.9676,6.941,6.941,54.938,35.453,35.453,35.453,35.453,453.85,453.85,1519.15,172.31,172.31,172.31,172.31,-0.254871494
76,76,76,69,181,181,181,181,181,0.726905771,0.38121547,3,3,28,17,17,17,17,4,4,31,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.444,0.479,0.479,0.479,0.479,0.534,0.534,8.91,0.00321,0.00321,0.00321,0.00321,5.3917,5.3917,7.6398,12.9676,12.9676,12.9676,12.9676,6.941,6.941,58.693,35.453,35.453,35.453,35.453,453.85,453.85,1726.15,172.31,172.31,172.31,172.31,-1.156173901
138,138,138,135,181,181,181,181,181,0.71381982,0.745856354,19,19,56,17,17,17,17,20,20,81,18,18,18,18,4,4,6,3,3,3,3,0.757,0.757,0.204,0.479,0.479,0.479,0.479,0.862,0.862,3.59,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,5.2117,12.9676,12.9676,12.9676,12.9676,39.098,39.098,137.327,35.453,35.453,35.453,35.453,336.5,336.5,1002.15,172.31,172.31,172.31,172.31,1.183651
138,138,138,74,181,181,181,181,181,0.884576718,0.408839779,19,19,30,17,17,17,17,20,20,35,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.388,0.479,0.479,0.479,0.479,0.862,0.862,7.13,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,9.3942,12.9676,12.9676,12.9676,12.9676,39.098,39.098,65.38,35.453,35.453,35.453,35.453,336.5,336.5,692.88,172.31,172.31,172.31,172.31,-0.799363
138,138,138,99,181,181,181,181,181,0.805596654,0.546961326,19,19,20,17,17,17,17,20,20,20,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.647,0.479,0.479,0.479,0.479,0.862,0.862,1.54,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,6.1132,12.9676,12.9676,12.9676,12.9676,39.098,39.098,40.078,35.453,35.453,35.453,35.453,336.5,336.5,1112.15,172.31,172.31,172.31,172.31,0.263084
138,138,138,97,181,181,181,181,181,0.811392314,0.535911602,19,19,48,17,17,17,17,20,20,64,18,18,18,18,4,4,5,3,3,3,3,0.757,0.757,0.232,0.479,0.479,0.479,0.479,0.862,0.862,8.69,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,8.9938,12.9676,12.9676,12.9676,12.9676,39.098,39.098,112.411,35.453,35.453,35.453,35.453,336.5,336.5,594.33,172.31,172.31,172.31,172.31,-0.692188
138,138,138,74.5,181,181,181,181,181,0.882845649,0.41160221,19,19,27,17,17,17,17,20,20,32,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.421,0.479,0.479,0.479,0.479,0.862,0.862,8.86,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,7.881,12.9676,12.9676,12.9676,12.9676,39.098,39.098,58.933,35.453,35.453,35.453,35.453,336.5,336.5,1768.15,172.31,172.31,172.31,172.31,1.965824
138,138,138,67,181,181,181,181,181,0.90954461,0.370165746,19,19,24,17,17,17,17,20,20,28,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.449,0.479,0.479,0.479,0.479,0.862,0.862,7.15,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,6.7665,12.9676,12.9676,12.9676,12.9676,39.098,39.098,51.996,35.453,35.453,35.453,35.453,336.5,336.5,2130.15,172.31,172.31,172.31,172.31,-1.614565
138,138,138,73,181,181,181,181,181,0.888059304,0.403314917,19,19,29,17,17,17,17,20,20,35,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.385,0.479,0.479,0.479,0.479,0.862,0.862,8.96,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,7.7264,12.9676,12.9676,12.9676,12.9676,39.098,39.098,63.546,35.453,35.453,35.453,35.453,336.5,336.5,1357.75,172.31,172.31,172.31,172.31,0.112084896
138,138,138,65,181,181,181,181,181,0.916939281,0.359116022,19,19,26,17,17,17,17,20,20,30,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.449,0.479,0.479,0.479,0.479,0.862,0.862,7.87,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,7.9024,12.9676,12.9676,12.9676,12.9676,39.098,39.098,55.845,35.453,35.453,35.453,35.453,336.5,336.5,1808.15,172.31,172.31,172.31,172.31,1.447242
138,138,138,72,181,181,181,181,181,0.89156942,0.397790055,19,19,12,17,17,17,17,20,20,12,18,18,18,18,4,4,3,3,3,3,3,0.757,0.757,1.023,0.479,0.479,0.479,0.479,0.862,0.862,1.74,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,7.6462,12.9676,12.9676,12.9676,12.9676,39.098,39.098,24.305,35.453,35.453,35.453,35.453,336.5,336.5,923.15,172.31,172.31,172.31,172.31,0.494616
138,138,138,61,181,181,181,181,181,0.932095302,0.337016575,19,19,25,17,17,17,17,20,20,30,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.479,0.479,0.479,0.479,0.479,0.862,0.862,7.44,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,7.434,12.9676,12.9676,12.9676,12.9676,39.098,39.098,54.938,35.453,35.453,35.453,35.453,336.5,336.5,1519.15,172.31,172.31,172.31,172.31,0.338284506
138,138,138,69,181,181,181,181,181,0.902268253,0.38121547,19,19,28,17,17,17,17,20,20,31,18,18,18,18,4,4,4,3,3,3,3,0.757,0.757,0.444,0.479,0.479,0.479,0.479,0.862,0.862,8.91,0.00321,0.00321,0.00321,0.00321,4.3407,4.3407,7.6398,12.9676,12.9676,12.9676,12.9676,39.098,39.098,58.693,35.453,35.453,35.453,35.453,336.5,336.5,1726.15,172.31,172.31,172.31,172.31,1.297895099
167,167,167,135,196,196,196,196,196,0.775467558,0.68877551,55,55,56,35,35,35,35,78,78,81,45,45,45,45,6,6,6,4,4,4,4,0.242,0.242,0.204,0.474,0.474,0.474,0.474,1.87,1.87,3.59,3.12,3.12,3.12,3.12,3.8939,3.8939,5.2117,11.8138,11.8138,11.8138,11.8138,132.905,132.905,137.327,79.904,79.904,79.904,79.904,301.7,301.7,1002.15,266.05,266.05,266.05,266.05,-1.511059
167,167,167,74,196,196,196,196,196,0.950665784,0.37755102,55,55,30,35,35,35,35,78,78,35,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.388,0.474,0.474,0.474,0.474,1.87,1.87,7.13,3.12,3.12,3.12,3.12,3.8939,3.8939,9.3942,11.8138,11.8138,11.8138,11.8138,132.905,132.905,65.38,79.904,79.904,79.904,79.904,301.7,301.7,692.88,266.05,266.05,266.05,266.05,-3.457138
167,167,167,99,196,196,196,196,196,0.870100887,0.505102041,55,55,20,35,35,35,35,78,78,20,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.647,0.474,0.474,0.474,0.474,1.87,1.87,1.54,3.12,3.12,3.12,3.12,3.8939,3.8939,6.1132,11.8138,11.8138,11.8138,11.8138,132.905,132.905,40.078,79.904,79.904,79.904,79.904,301.7,301.7,1112.15,266.05,266.05,266.05,266.05,-2.655846
167,167,167,97,196,196,196,196,196,0.876040142,0.494897959,55,55,48,35,35,35,35,78,78,64,45,45,45,45,6,6,5,4,4,4,4,0.242,0.242,0.232,0.474,0.474,0.474,0.474,1.87,1.87,8.69,3.12,3.12,3.12,3.12,3.8939,3.8939,8.9938,11.8138,11.8138,11.8138,11.8138,132.905,132.905,112.411,79.904,79.904,79.904,79.904,301.7,301.7,594.33,266.05,266.05,266.05,266.05,-3.494702
167,167,167,74.5,196,196,196,196,196,0.948908546,0.380102041,55,55,27,35,35,35,35,78,78,32,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.421,0.474,0.474,0.474,0.474,1.87,1.87,8.86,3.12,3.12,3.12,3.12,3.8939,3.8939,7.881,11.8138,11.8138,11.8138,11.8138,132.905,132.905,58.933,79.904,79.904,79.904,79.904,301.7,301.7,1768.15,266.05,266.05,266.05,266.05,-0.999397
167,167,167,67,196,196,196,196,196,0.975968675,0.341836735,55,55,24,35,35,35,35,78,78,28,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.449,0.474,0.474,0.474,0.474,1.87,1.87,7.15,3.12,3.12,3.12,3.12,3.8939,3.8939,6.7665,11.8138,11.8138,11.8138,11.8138,132.905,132.905,51.996,79.904,79.904,79.904,79.904,301.7,301.7,2130.15,266.05,266.05,266.05,266.05,-1.083394
167,167,167,73,196,196,196,196,196,0.954199857,0.37244898,55,55,29,35,35,35,35,78,78,35,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.385,0.474,0.474,0.474,0.474,1.87,1.87,8.96,3.12,3.12,3.12,3.12,3.8939,3.8939,7.7264,11.8138,11.8138,11.8138,11.8138,132.905,132.905,63.546,79.904,79.904,79.904,79.904,301.7,301.7,1357.75,266.05,266.05,266.05,266.05,-4.482218
167,167,167,65,196,196,196,196,196,0.983447362,0.331632653,55,55,26,35,35,35,35,78,78,30,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.449,0.474,0.474,0.474,0.474,1.87,1.87,7.87,3.12,3.12,3.12,3.12,3.8939,3.8939,7.9024,11.8138,11.8138,11.8138,11.8138,132.905,132.905,55.845,79.904,79.904,79.904,79.904,301.7,301.7,1808.15,266.05,266.05,266.05,266.05,-0.583735
167,167,167,72,196,196,196,196,196,0.957760304,0.367346939,55,55,12,35,35,35,35,78,78,12,45,45,45,45,6,6,3,4,4,4,4,0.242,0.242,1.023,0.474,0.474,0.474,0.474,1.87,1.87,1.74,3.12,3.12,3.12,3.12,3.8939,3.8939,7.6462,11.8138,11.8138,11.8138,11.8138,132.905,132.905,24.305,79.904,79.904,79.904,79.904,301.7,301.7,923.15,266.05,266.05,266.05,266.05,-1.711865
167,167,167,61,196,196,196,196,196,0.998753936,0.31122449,55,55,25,35,35,35,35,78,78,30,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.479,0.474,0.474,0.474,0.474,1.87,1.87,7.44,3.12,3.12,3.12,3.12,3.8939,3.8939,7.434,11.8138,11.8138,11.8138,11.8138,132.905,132.905,54.938,79.904,79.904,79.904,79.904,301.7,301.7,1519.15,266.05,266.05,266.05,266.05,-0.862993129
167,167,167,69,196,196,196,196,196,0.968602874,0.352040816,55,55,28,35,35,35,35,78,78,31,45,45,45,45,6,6,4,4,4,4,4,0.242,0.242,0.444,0.474,0.474,0.474,0.474,1.87,1.87,8.91,3.12,3.12,3.12,3.12,3.8939,3.8939,7.6398,11.8138,11.8138,11.8138,11.8138,132.905,132.905,58.693,79.904,79.904,79.904,79.904,301.7,301.7,1726.15,266.05,266.05,266.05,266.05,-1.506065335
76,76,76,135,196,196,196,196,196,0.5810666,0.68877551,3,3,56,35,35,35,35,4,4,81,45,45,45,45,2,2,6,4,4,4,4,3.582,3.582,0.204,0.474,0.474,0.474,0.474,0.534,0.534,3.59,3.12,3.12,3.12,3.12,5.3917,5.3917,5.2117,11.8138,11.8138,11.8138,11.8138,6.941,6.941,137.327,79.904,79.904,79.904,79.904,453.85,453.85,1002.15,266.05,266.05,266.05,266.05,3.329771
76,76,76,74,196,196,196,196,196,0.712344609,0.37755102,3,3,30,35,35,35,35,4,4,35,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.388,0.474,0.474,0.474,0.474,0.534,0.534,7.13,3.12,3.12,3.12,3.12,5.3917,5.3917,9.3942,11.8138,11.8138,11.8138,11.8138,6.941,6.941,65.38,79.904,79.904,79.904,79.904,453.85,453.85,692.88,266.05,266.05,266.05,266.05,0.291339
76,76,76,99,196,196,196,196,196,0.651976422,0.505102041,3,3,20,35,35,35,35,4,4,20,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.647,0.474,0.474,0.474,0.474,0.534,0.534,1.54,3.12,3.12,3.12,3.12,5.3917,5.3917,6.1132,11.8138,11.8138,11.8138,11.8138,6.941,6.941,40.078,79.904,79.904,79.904,79.904,453.85,453.85,1112.15,266.05,266.05,266.05,266.05,2.19244
76,76,76,97,196,196,196,196,196,0.656426773,0.494897959,3,3,48,35,35,35,35,4,4,64,45,45,45,45,2,2,5,4,4,4,4,3.582,3.582,0.232,0.474,0.474,0.474,0.474,0.534,0.534,8.69,3.12,3.12,3.12,3.12,5.3917,5.3917,8.9938,11.8138,11.8138,11.8138,11.8138,6.941,6.941,112.411,79.904,79.904,79.904,79.904,453.85,453.85,594.33,266.05,266.05,266.05,266.05,1.395214
76,76,76,74.5,196,196,196,196,196,0.711027891,0.380102041,3,3,27,35,35,35,35,4,4,32,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.421,0.474,0.474,0.474,0.474,0.534,0.534,8.86,3.12,3.12,3.12,3.12,5.3917,5.3917,7.881,11.8138,11.8138,11.8138,11.8138,6.941,6.941,58.933,79.904,79.904,79.904,79.904,453.85,453.85,1768.15,266.05,266.05,266.05,266.05,3.874361
76,76,76,67,196,196,196,196,196,0.731304352,0.341836735,3,3,24,35,35,35,35,4,4,28,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.449,0.474,0.474,0.474,0.474,0.534,0.534,7.15,3.12,3.12,3.12,3.12,5.3917,5.3917,6.7665,11.8138,11.8138,11.8138,11.8138,6.941,6.941,51.996,79.904,79.904,79.904,79.904,453.85,453.85,2130.15,266.05,266.05,266.05,266.05,3.77084
76,76,76,73,196,196,196,196,196,0.71499273,0.37244898,3,3,29,35,35,35,35,4,4,35,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.385,0.474,0.474,0.474,0.474,0.534,0.534,8.96,3.12,3.12,3.12,3.12,5.3917,5.3917,7.7264,11.8138,11.8138,11.8138,11.8138,6.941,6.941,63.546,79.904,79.904,79.904,79.904,453.85,453.85,1357.75,266.05,266.05,266.05,266.05,0.443335
76,76,76,65,196,196,196,196,196,0.736908216,0.331632653,3,3,26,35,35,35,35,4,4,30,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.449,0.474,0.474,0.474,0.474,0.534,0.534,7.87,3.12,3.12,3.12,3.12,5.3917,5.3917,7.9024,11.8138,11.8138,11.8138,11.8138,6.941,6.941,55.845,79.904,79.904,79.904,79.904,453.85,453.85,1808.15,266.05,266.05,266.05,266.05,4.322816
76,76,76,72,196,196,196,196,196,0.717660614,0.367346939,3,3,12,35,35,35,35,4,4,12,45,45,45,45,2,2,3,4,4,4,4,3.582,3.582,1.023,0.474,0.474,0.474,0.474,0.534,0.534,1.74,3.12,3.12,3.12,3.12,5.3917,5.3917,7.6462,11.8138,11.8138,11.8138,11.8138,6.941,6.941,24.305,79.904,79.904,79.904,79.904,453.85,453.85,923.15,266.05,266.05,266.05,266.05,3.160159
76,76,76,61,196,196,196,196,196,0.748377605,0.31122449,3,3,25,35,35,35,35,4,4,30,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.479,0.474,0.474,0.474,0.474,0.534,0.534,7.44,3.12,3.12,3.12,3.12,5.3917,5.3917,7.434,11.8138,11.8138,11.8138,11.8138,6.941,6.941,54.938,79.904,79.904,79.904,79.904,453.85,453.85,1519.15,266.05,266.05,266.05,266.05,4.045600871
76,76,76,69,196,196,196,196,196,0.725785074,0.352040816,3,3,28,35,35,35,35,4,4,31,45,45,45,45,2,2,4,4,4,4,4,3.582,3.582,0.444,0.474,0.474,0.474,0.474,0.534,0.534,8.91,3.12,3.12,3.12,3.12,5.3917,5.3917,7.6398,11.8138,11.8138,11.8138,11.8138,6.941,6.941,58.693,79.904,79.904,79.904,79.904,453.85,453.85,1726.15,266.05,266.05,266.05,266.05,3.421441665
102,102,102,135,220,220,220,220,220,0.641375728,0.613636364,11,11,56,53,53,53,53,12,12,81,74,74,74,74,3,3,6,5,5,5,5,1.228,1.228,0.204,0.214,0.214,0.214,0.214,0.971,0.971,3.59,4.93,4.93,4.93,4.93,5.1391,5.1391,5.2117,10.4513,10.4513,10.4513,10.4513,22.99,22.99,137.327,126.904,126.904,126.904,126.904,371.15,371.15,1002.15,386.65,386.65,386.65,386.65,-0.368186
102,102,102,74,220,220,220,220,220,0.774450284,0.336363636,11,11,30,53,53,53,53,12,12,35,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.388,0.214,0.214,0.214,0.214,0.971,0.971,7.13,4.93,4.93,4.93,4.93,5.1391,5.1391,9.3942,10.4513,10.4513,10.4513,10.4513,22.99,22.99,65.38,126.904,126.904,126.904,126.904,371.15,371.15,692.88,386.65,386.65,386.65,386.65,-2.156106
102,102,102,99,220,220,220,220,220,0.713756688,0.45,11,11,20,53,53,53,53,12,12,20,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.647,0.214,0.214,0.214,0.214,0.971,0.971,1.54,4.93,4.93,4.93,4.93,5.1391,5.1391,6.1132,10.4513,10.4513,10.4513,10.4513,22.99,22.99,40.078,126.904,126.904,126.904,126.904,371.15,371.15,1112.15,386.65,386.65,386.65,386.65,-1.636469
102,102,102,97,220,220,220,220,220,0.718259885,0.440909091,11,11,48,53,53,53,53,12,12,64,74,74,74,74,3,3,5,5,5,5,5,1.228,1.228,0.232,0.214,0.214,0.214,0.214,0.971,0.971,8.69,4.93,4.93,4.93,4.93,5.1391,5.1391,8.9938,10.4513,10.4513,10.4513,10.4513,22.99,22.99,112.411,126.904,126.904,126.904,126.904,371.15,371.15,594.33,386.65,386.65,386.65,386.65,-2.066155
102,102,102,74.5,220,220,220,220,220,0.773135428,0.338636364,11,11,27,53,53,53,53,12,12,32,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.421,0.214,0.214,0.214,0.214,0.971,0.971,8.86,4.93,4.93,4.93,4.93,5.1391,5.1391,7.881,10.4513,10.4513,10.4513,10.4513,22.99,22.99,58.933,126.904,126.904,126.904,126.904,371.15,371.15,1768.15,386.65,386.65,386.65,386.65,-1.349974
102,102,102,67,220,220,220,220,220,0.793339315,0.304545455,11,11,24,53,53,53,53,12,12,28,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.449,0.214,0.214,0.214,0.214,0.971,0.971,7.15,4.93,4.93,4.93,4.93,5.1391,5.1391,6.7665,10.4513,10.4513,10.4513,10.4513,22.99,22.99,51.996,126.904,126.904,126.904,126.904,371.15,371.15,2130.15,386.65,386.65,386.65,386.65,-1.609404
102,102,102,73,220,220,220,220,220,0.777093459,0.331818182,11,11,29,53,53,53,53,12,12,35,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.385,0.214,0.214,0.214,0.214,0.971,0.971,8.96,4.93,4.93,4.93,4.93,5.1391,5.1391,7.7264,10.4513,10.4513,10.4513,10.4513,22.99,22.99,63.546,126.904,126.904,126.904,126.904,371.15,371.15,1357.75,386.65,386.65,386.65,386.65,-1.836993
102,102,102,65,220,220,220,220,220,0.798906609,0.295454545,11,11,26,53,53,53,53,12,12,30,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.449,0.214,0.214,0.214,0.214,0.971,0.971,7.87,4.93,4.93,4.93,4.93,5.1391,5.1391,7.9024,10.4513,10.4513,10.4513,10.4513,22.99,22.99,55.845,126.904,126.904,126.904,126.904,371.15,371.15,1808.15,386.65,386.65,386.65,386.65,-1.343198
102,102,102,72,220,220,220,220,220,0.779754738,0.327272727,11,11,12,53,53,53,53,12,12,12,74,74,74,74,3,3,3,5,5,5,5,1.228,1.228,1.023,0.214,0.214,0.214,0.214,0.971,0.971,1.74,4.93,4.93,4.93,4.93,5.1391,5.1391,7.6462,10.4513,10.4513,10.4513,10.4513,22.99,22.99,24.305,126.904,126.904,126.904,126.904,371.15,371.15,923.15,386.65,386.65,386.65,386.65,-1.833667
102,102,102,61,220,220,220,220,220,0.810278945,0.277272727,11,11,25,53,53,53,53,12,12,30,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.479,0.214,0.214,0.214,0.214,0.971,0.971,7.44,4.93,4.93,4.93,4.93,5.1391,5.1391,7.434,10.4513,10.4513,10.4513,10.4513,22.99,22.99,54.938,126.904,126.904,126.904,126.904,371.15,371.15,1519.15,386.65,386.65,386.65,386.65,-1.690297397
102,102,102,69,220,220,220,220,220,0.787849078,0.313636364,11,11,28,53,53,53,53,12,12,31,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.444,0.214,0.214,0.214,0.214,0.971,0.971,8.91,4.93,4.93,4.93,4.93,5.1391,5.1391,7.6398,10.4513,10.4513,10.4513,10.4513,22.99,22.99,58.693,126.904,126.904,126.904,126.904,371.15,371.15,1726.15,386.65,386.65,386.65,386.65,-2.847433422
138,138,138,135,220,220,220,220,220,0.713082331,0.613636364,19,19,56,53,53,53,53,20,20,81,74,74,74,74,4,4,6,5,5,5,5,0.757,0.757,0.204,0.214,0.214,0.214,0.214,0.862,0.862,3.59,4.93,4.93,4.93,4.93,4.3407,4.3407,5.2117,10.4513,10.4513,10.4513,10.4513,39.098,39.098,137.327,126.904,126.904,126.904,126.904,336.5,336.5,1002.15,386.65,386.65,386.65,386.65,0.932727
