A1 Ion Radius,A2 Ion Radius,A Ion Radius,B ion Radius,X1 Ion Radius,X2 Ion Radius,X3 Ion Radius,X4 Ion Radius,X Ion Radius,t,μ,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint,Ef (eV)
76,152,114,119,220,220,220,220,220,0.696677478,0.540909091,3,37,82,53,53,53,53,4,48,125,74,74,74,74,2,5,6,5,5,5,5,3.582,0.363,0.129,0.214,0.214,0.214,0.214,0.534,1.53,11.3,4.93,4.93,4.93,4.93,5.3917,4.1771,7.4167,10.4513,10.4513,10.4513,10.4513,6.941,85.468,207.2,126.904,126.904,126.904,126.904,453.85,312.79,600.75,386.65,386.65,386.65,386.65,0.021645941
76,167,121.5,119,220,220,220,220,220,0.712321433,0.540909091,3,55,82,53,53,53,53,4,78,125,74,74,74,74,2,6,6,5,5,5,5,3.582,0.242,0.129,0.214,0.214,0.214,0.214,0.534,1.87,11.3,4.93,4.93,4.93,4.93,5.3917,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,6.941,132.905,207.2,126.904,126.904,126.904,126.904,453.85,301.7,600.75,386.65,386.65,386.65,386.65,0.127758147
76,76,76,53,133,133,181,196,160.75,0.783193125,0.32970451,3,3,32,9,9,17,35,4,4,41,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.32,0.824,0.824,0.479,0.474,0.534,0.534,5.32,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.8994,17.4228,17.4228,12.9676,11.8138,6.941,6.941,72.64,18.998,18.998,35.453,79.904,453.85,453.85,1211.45,53.63,53.63,172.31,266.05,5.286514
76,76,76,53,133,133,181,220,166.75,0.781115682,0.317841079,3,3,32,9,9,17,53,4,4,41,10,10,18,74,2,2,4,2,2,3,5,3.582,3.582,0.32,0.824,0.824,0.479,0.214,0.534,0.534,5.32,0.0017,0.0017,0.00321,4.93,5.3917,5.3917,7.8994,17.4228,17.4228,12.9676,10.4513,6.941,6.941,72.64,18.998,18.998,35.453,126.904,453.85,453.85,1211.45,53.63,53.63,172.31,386.65,4.257396
76,76,76,53,133,133,196,220,170.5,0.779873922,0.31085044,3,3,32,9,9,35,53,4,4,41,10,10,45,74,2,2,4,2,2,4,5,3.582,3.582,0.32,0.824,0.824,0.474,0.214,0.534,0.534,5.32,0.0017,0.0017,3.12,4.93,5.3917,5.3917,7.8994,17.4228,17.4228,11.8138,10.4513,6.941,6.941,72.64,18.998,18.998,79.904,126.904,453.85,453.85,1211.45,53.63,53.63,266.05,386.65,5.3318365
76,76,76,53,181,181,133,196,172.75,0.779148668,0.306801737,3,3,32,17,17,9,35,4,4,41,18,18,10,45,2,2,4,3,3,2,4,3.582,3.582,0.32,0.479,0.479,0.824,0.474,0.534,0.534,5.32,0.00321,0.00321,0.0017,3.12,5.3917,5.3917,7.8994,12.9676,12.9676,17.4228,11.8138,6.941,6.941,72.64,35.453,35.453,18.998,79.904,453.85,453.85,1211.45,172.31,172.31,53.63,266.05,1.986467789
76,76,76,53,181,181,133,220,178.75,0.777283506,0.296503497,3,3,32,17,17,9,53,4,4,41,18,18,10,74,2,2,4,3,3,2,5,3.582,3.582,0.32,0.479,0.479,0.824,0.214,0.534,0.534,5.32,0.00321,0.00321,0.0017,4.93,5.3917,5.3917,7.8994,12.9676,12.9676,17.4228,10.4513,6.941,6.941,72.64,35.453,35.453,18.998,126.904,453.85,453.85,1211.45,172.31,172.31,53.63,386.65,0.887433789
76,76,76,53,181,181,196,220,194.5,0.772817714,0.272493573,3,3,32,17,17,35,53,4,4,41,18,18,45,74,2,2,4,3,3,4,5,3.582,3.582,0.32,0.479,0.479,0.474,0.214,0.534,0.534,5.32,0.00321,0.00321,3.12,4.93,5.3917,5.3917,7.8994,12.9676,12.9676,11.8138,10.4513,6.941,6.941,72.64,35.453,35.453,79.904,126.904,453.85,453.85,1211.45,172.31,172.31,266.05,386.65,1.51965229
76,76,76,53,196,196,133,181,176.5,0.777971513,0.300283286,3,3,32,35,35,9,17,4,4,41,45,45,10,18,2,2,4,4,4,2,3,3.582,3.582,0.32,0.474,0.474,0.824,0.479,0.534,0.534,5.32,3.12,3.12,0.0017,0.00321,5.3917,5.3917,7.8994,11.8138,11.8138,17.4228,12.9676,6.941,6.941,72.64,79.904,79.904,18.998,35.453,453.85,453.85,1211.45,266.05,266.05,53.63,172.31,-0.302199348
76,76,76,53,196,196,133,220,186.25,0.775083609,0.284563758,3,3,32,35,35,9,53,4,4,41,45,45,10,74,2,2,4,4,4,2,5,3.582,3.582,0.32,0.474,0.474,0.824,0.214,0.534,0.534,5.32,3.12,3.12,0.0017,4.93,5.3917,5.3917,7.8994,11.8138,11.8138,17.4228,10.4513,6.941,6.941,72.64,79.904,79.904,18.998,126.904,453.85,453.85,1211.45,266.05,266.05,53.63,386.65,-0.585551848
76,76,76,53,196,196,181,220,198.25,0.771836954,0.267339218,3,3,32,35,35,17,53,4,4,41,45,45,18,74,2,2,4,4,4,3,5,3.582,3.582,0.32,0.474,0.474,0.479,0.214,0.534,0.534,5.32,3.12,3.12,0.00321,4.93,5.3917,5.3917,7.8994,11.8138,11.8138,12.9676,10.4513,6.941,6.941,72.64,79.904,79.904,35.453,126.904,453.85,453.85,1211.45,266.05,266.05,172.31,386.65,-0.907493848
76,76,76,53,220,220,133,181,188.5,0.774450284,0.281167109,3,3,32,53,53,9,17,4,4,41,74,74,10,18,2,2,4,5,5,2,3,3.582,3.582,0.32,0.214,0.214,0.824,0.479,0.534,0.534,5.32,4.93,4.93,0.0017,0.00321,5.3917,5.3917,7.8994,10.4513,10.4513,17.4228,12.9676,6.941,6.941,72.64,126.904,126.904,18.998,35.453,453.85,453.85,1211.45,386.65,386.65,53.63,172.31,1.078771971
76,76,76,53,220,220,133,196,192.25,0.773420567,0.275682705,3,3,32,53,53,9,35,4,4,41,74,74,10,45,2,2,4,5,5,2,4,3.582,3.582,0.32,0.214,0.214,0.824,0.474,0.534,0.534,5.32,4.93,4.93,0.0017,3.12,5.3917,5.3917,7.8994,10.4513,10.4513,17.4228,11.8138,6.941,6.941,72.64,126.904,126.904,18.998,79.904,453.85,453.85,1211.45,386.65,386.65,53.63,266.05,2.199408471
76,76,76,53,220,220,181,196,204.25,0.770327213,0.259485924,3,3,32,53,53,17,35,4,4,41,74,74,18,45,2,2,4,5,5,3,4,3.582,3.582,0.32,0.214,0.214,0.479,0.474,0.534,0.534,5.32,4.93,4.93,0.00321,3.12,5.3917,5.3917,7.8994,10.4513,10.4513,12.9676,11.8138,6.941,6.941,72.64,126.904,126.904,35.453,79.904,453.85,453.85,1211.45,386.65,386.65,172.31,266.05,1.499295471
76,76,76,69,133,133,181,196,160.75,0.72865084,0.429237947,3,3,50,9,9,17,35,4,4,69,10,10,18,45,2,2,5,2,2,3,4,3.582,3.582,0.228,0.824,0.824,0.479,0.474,0.534,0.534,7.29,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.3439,17.4228,17.4228,12.9676,11.8138,6.941,6.941,118.71,18.998,18.998,35.453,79.904,453.85,453.85,505.21,53.63,53.63,172.31,266.05,4.680407
76,76,76,69,133,133,181,220,166.75,0.728102529,0.413793103,3,3,50,9,9,17,53,4,4,69,10,10,18,74,2,2,5,2,2,3,5,3.582,3.582,0.228,0.824,0.824,0.479,0.214,0.534,0.534,7.29,0.0017,0.0017,0.00321,4.93,5.3917,5.3917,7.3439,17.4228,17.4228,12.9676,10.4513,6.941,6.941,118.71,18.998,18.998,35.453,126.904,453.85,453.85,505.21,53.63,53.63,172.31,386.65,3.663088
76,76,76,69,133,133,196,220,170.5,0.727773785,0.404692082,3,3,50,9,9,35,53,4,4,69,10,10,45,74,2,2,5,2,2,4,5,3.582,3.582,0.228,0.824,0.824,0.474,0.214,0.534,0.534,7.29,0.0017,0.0017,3.12,4.93,5.3917,5.3917,7.3439,17.4228,17.4228,11.8138,10.4513,6.941,6.941,118.71,18.998,18.998,79.904,126.904,453.85,453.85,505.21,53.63,53.63,266.05,386.65,4.7118735
76,76,76,69,181,181,133,196,172.75,0.727581435,0.399421129,3,3,50,17,17,9,35,4,4,69,18,18,10,45,2,2,5,3,3,2,4,3.582,3.582,0.228,0.479,0.479,0.824,0.474,0.534,0.534,7.29,0.00321,0.00321,0.0017,3.12,5.3917,5.3917,7.3439,12.9676,12.9676,17.4228,11.8138,6.941,6.941,118.71,35.453,35.453,18.998,79.904,453.85,453.85,505.21,172.31,172.31,53.63,266.05,2.552618
76,76,76,69,181,181,133,220,178.75,0.72708558,0.386013986,3,3,50,17,17,9,53,4,4,69,18,18,10,74,2,2,5,3,3,2,5,3.582,3.582,0.228,0.479,0.479,0.824,0.214,0.534,0.534,7.29,0.00321,0.00321,0.0017,4.93,5.3917,5.3917,7.3439,12.9676,12.9676,17.4228,10.4513,6.941,6.941,118.71,35.453,35.453,18.998,126.904,453.85,453.85,505.21,172.31,172.31,53.63,386.65,1.494667
76,76,76,69,181,181,196,220,194.5,0.725891402,0.354755784,3,3,50,17,17,35,53,4,4,69,18,18,45,74,2,2,5,3,3,4,5,3.582,3.582,0.228,0.479,0.479,0.474,0.214,0.534,0.534,7.29,0.00321,0.00321,3.12,4.93,5.3917,5.3917,7.3439,12.9676,12.9676,11.8138,10.4513,6.941,6.941,118.71,35.453,35.453,79.904,126.904,453.85,453.85,505.21,172.31,172.31,266.05,386.65,2.0040265
76,76,76,69,196,196,133,181,176.5,0.727268685,0.390934844,3,3,50,35,35,9,17,4,4,69,45,45,10,18,2,2,5,4,4,2,3,3.582,3.582,0.228,0.474,0.474,0.824,0.479,0.534,0.534,7.29,3.12,3.12,0.0017,0.00321,5.3917,5.3917,7.3439,11.8138,11.8138,17.4228,12.9676,6.941,6.941,118.71,79.904,79.904,18.998,35.453,453.85,453.85,505.21,266.05,266.05,53.63,172.31,1.405508194
76,76,76,69,196,196,133,220,186.25,0.726498544,0.370469799,3,3,50,35,35,9,53,4,4,69,45,45,10,74,2,2,5,4,4,2,5,3.582,3.582,0.228,0.474,0.474,0.824,0.214,0.534,0.534,7.29,3.12,3.12,0.0017,4.93,5.3917,5.3917,7.3439,11.8138,11.8138,17.4228,10.4513,6.941,6.941,118.71,79.904,79.904,18.998,126.904,453.85,453.85,505.21,266.05,266.05,53.63,386.65,1.206154694
76,76,76,69,196,196,181,220,198.25,0.725627819,0.348045397,3,3,50,35,35,17,53,4,4,69,45,45,18,74,2,2,5,4,4,3,5,3.582,3.582,0.228,0.474,0.474,0.479,0.214,0.534,0.534,7.29,3.12,3.12,0.00321,4.93,5.3917,5.3917,7.3439,11.8138,11.8138,12.9676,10.4513,6.941,6.941,118.71,79.904,79.904,35.453,126.904,453.85,453.85,505.21,266.05,266.05,172.31,386.65,0.661937694
76,76,76,69,220,220,133,181,188.5,0.726329101,0.366047745,3,3,50,53,53,9,17,4,4,69,74,74,10,18,2,2,5,5,5,2,3,3.582,3.582,0.228,0.214,0.214,0.824,0.479,0.534,0.534,7.29,4.93,4.93,0.0017,0.00321,5.3917,5.3917,7.3439,10.4513,10.4513,17.4228,12.9676,6.941,6.941,118.71,126.904,126.904,18.998,35.453,453.85,453.85,505.21,386.65,386.65,53.63,172.31,1.357723667
76,76,76,69,220,220,133,196,192.25,0.726053183,0.358907672,3,3,50,53,53,9,35,4,4,69,74,74,10,45,2,2,5,5,5,2,4,3.582,3.582,0.228,0.214,0.214,0.824,0.474,0.534,0.534,7.29,4.93,4.93,0.0017,3.12,5.3917,5.3917,7.3439,10.4513,10.4513,17.4228,11.8138,6.941,6.941,118.71,126.904,126.904,18.998,79.904,453.85,453.85,505.21,386.65,386.65,53.63,266.05,2.266756167
76,76,76,69,220,220,181,196,204.25,0.725221136,0.337821297,3,3,50,53,53,17,35,4,4,69,74,74,18,45,2,2,5,5,5,3,4,3.582,3.582,0.228,0.214,0.214,0.479,0.474,0.534,0.534,7.29,4.93,4.93,0.00321,3.12,5.3917,5.3917,7.3439,10.4513,10.4513,12.9676,11.8138,6.941,6.941,118.71,126.904,126.904,35.453,79.904,453.85,453.85,505.21,386.65,386.65,172.31,266.05,1.572438167
76,76,76,119,133,133,181,196,160.75,0.598418339,0.740279938,3,3,82,9,9,17,35,4,4,125,10,10,18,45,2,2,6,2,2,3,4,3.582,3.582,0.129,0.824,0.824,0.479,0.474,0.534,0.534,11.3,0.0017,0.0017,0.00321,3.12,5.3917,5.3917,7.4167,17.4228,17.4228,12.9676,11.8138,6.941,6.941,207.2,18.998,18.998,35.453,79.904,453.85,453.85,600.75,53.63,53.63,172.31,266.05,4.368975142
76,76,76,119,133,133,181,220,166.75,0.600700511,0.713643178,3,3,82,9,9,17,53,4,4,125,10,10,18,74,2,2,6,2,2,3,5,3.582,3.582,0.129,0.824,0.824,0.479,0.214,0.534,0.534,11.3,0.0017,0.0017,0.00321,4.93,5.3917,5.3917,7.4167,17.4228,17.4228,12.9676,10.4513,6.941,6.941,207.2,18.998,18.998,35.453,126.904,453.85,453.85,600.75,53.63,53.63,172.31,386.65,3.351807142
76,76,76,119,133,133,196,220,170.5,0.602078831,0.697947214,3,3,82,9,9,35,53,4,4,125,10,10,45,74,2,2,6,2,2,4,5,3.582,3.582,0.129,0.824,0.824,0.474,0.214,0.534,0.534,11.3,0.0017,0.0017,3.12,4.93,5.3917,5.3917,7.4167,17.4228,17.4228,11.8138,10.4513,6.941,6.941,207.2,18.998,18.998,79.904,126.904,453.85,453.85,600.75,53.63,53.63,266.05,386.65,4.373009642
76,76,76,119,181,181,133,196,172.75,0.602888815,0.688856729,3,3,82,17,17,9,35,4,4,125,18,18,10,45,2,2,6,3,3,2,4,3.582,3.582,0.129,0.479,0.479,0.824,0.474,0.534,0.534,11.3,0.00321,0.00321,0.0017,3.12,5.3917,5.3917,7.4167,12.9676,12.9676,17.4228,11.8138,6.941,6.941,207.2,35.453,35.453,18.998,79.904,453.85,453.85,600.75,172.31,172.31,53.63,266.05,1.9920555
76,76,76,119,181,181,133,220,178.75,0.604988925,0.665734266,3,3,82,17,17,9,53,4,4,125,18,18,10,74,2,2,6,3,3,2,5,3.582,3.582,0.129,0.479,0.479,0.824,0.214,0.534,0.534,11.3,0.00321,0.00321,0.0017,4.93,5.3917,5.3917,7.4167,12.9676,12.9676,17.4228,10.4513,6.941,6.941,207.2,35.453,35.453,18.998,126.904,453.85,453.85,600.75,172.31,172.31,53.63,386.65,0.9382345
76,76,76,119,181,181,196,220,194.5,0.610119248,0.611825193,3,3,82,17,17,35,53,4,4,125,18,18,45,74,2,2,6,3,3,4,5,3.582,3.582,0.129,0.479,0.479,0.474,0.214,0.534,0.534,11.3,0.00321,0.00321,3.12,4.93,5.3917,5.3917,7.4167,12.9676,12.9676,11.8138,10.4513,6.941,6.941,207.2,35.453,35.453,79.904,126.904,453.85,453.85,600.75,172.31,172.31,266.05,386.65,1.252009
76,76,76,119,196,196,133,181,176.5,0.604211378,0.674220963,3,3,82,35,35,9,17,4,4,125,45,45,10,18,2,2,6,4,4,2,3,3.582,3.582,0.129,0.474,0.474,0.824,0.479,0.534,0.534,11.3,3.12,3.12,0.0017,0.00321,5.3917,5.3917,7.4167,11.8138,11.8138,17.4228,12.9676,6.941,6.941,207.2,79.904,79.904,18.998,35.453,453.85,453.85,600.75,266.05,266.05,53.63,172.31,0.562297
76,76,76,119,196,196,133,220,186.25,0.607497964,0.638926174,3,3,82,35,35,9,53,4,4,125,45,45,10,74,2,2,6,4,4,2,5,3.582,3.582,0.129,0.474,0.474,0.824,0.214,0.534,0.534,11.3,3.12,3.12,0.0017,4.93,5.3917,5.3917,7.4167,11.8138,11.8138,17.4228,10.4513,6.941,6.941,207.2,79.904,79.904,18.998,126.904,453.85,453.85,600.75,266.05,266.05,53.63,386.65,0.5039105
76,76,76,119,196,196,181,220,198.25,0.611265673,0.600252207,3,3,82,35,35,17,53,4,4,125,45,45,18,74,2,2,6,4,4,3,5,3.582,3.582,0.129,0.474,0.474,0.479,0.214,0.534,0.534,11.3,3.12,3.12,0.00321,4.93,5.3917,5.3917,7.4167,11.8138,11.8138,12.9676,10.4513,6.941,6.941,207.2,79.904,79.904,35.453,126.904,453.85,453.85,600.75,266.05,266.05,172.31,386.65,-0.2410365
76,76,76,119,220,220,133,181,188.5,0.608226809,0.631299735,3,3,82,53,53,9,17,4,4,125,74,74,10,18,2,2,6,5,5,2,3,3.582,3.582,0.129,0.214,0.214,0.824,0.479,0.534,0.534,11.3,4.93,4.93,0.0017,0.00321,5.3917,5.3917,7.4167,10.4513,10.4513,17.4228,12.9676,6.941,6.941,207.2,126.904,126.904,18.998,35.453,453.85,453.85,600.75,386.65,386.65,53.63,172.31,1.798968
76,76,76,119,220,220,133,196,192.25,0.609418134,0.618985696,3,3,82,53,53,9,35,4,4,125,74,74,10,45,2,2,6,5,5,2,4,3.582,3.582,0.129,0.214,0.214,0.824,0.474,0.534,0.534,11.3,4.93,4.93,0.0017,3.12,5.3917,5.3917,7.4167,10.4513,10.4513,17.4228,11.8138,6.941,6.941,207.2,126.904,126.904,18.998,79.904,453.85,453.85,600.75,386.65,386.65,53.63,266.05,2.7695085
76,76,76,119,220,220,181,196,204.25,0.613044626,0.582619339,3,3,82,53,53,17,35,4,4,125,74,74,18,45,2,2,6,5,5,3,4,3.582,3.582,0.129,0.214,0.214,0.479,0.474,0.534,0.534,11.3,4.93,4.93,0.00321,3.12,5.3917,5.3917,7.4167,10.4513,10.4513,12.9676,11.8138,6.941,6.941,207.2,126.904,126.904,35.453,79.904,453.85,453.85,600.75,386.65,386.65,172.31,266.05,1.9918545
102,102,102,135,133,133,133,133,133,0.620037663,1.015037594,11,11,56,9,9,9,9,12,12,81,10,10,10,10,3,3,6,2,2,2,2,1.228,1.228,0.204,0.824,0.824,0.824,0.824,0.971,0.971,3.59,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,5.2117,17.4228,17.4228,17.4228,17.4228,22.99,22.99,137.327,18.998,18.998,18.998,18.998,371.15,371.15,1002.15,53.63,53.63,53.63,53.63,-0.105337
102,102,102,74,133,133,133,133,133,0.802754075,0.556390977,11,11,30,9,9,9,9,12,12,35,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.388,0.824,0.824,0.824,0.824,0.971,0.971,7.13,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,9.3942,17.4228,17.4228,17.4228,17.4228,22.99,22.99,65.38,18.998,18.998,18.998,18.998,371.15,371.15,692.88,53.63,53.63,53.63,53.63,-2.604792
102,102,102,99,133,133,133,133,133,0.716250403,0.744360902,11,11,20,9,9,9,9,12,12,20,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.647,0.824,0.824,0.824,0.824,0.971,0.971,1.54,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,6.1132,17.4228,17.4228,17.4228,17.4228,22.99,22.99,40.078,18.998,18.998,18.998,18.998,371.15,371.15,1112.15,53.63,53.63,53.63,53.63,3.40217
102,102,102,97,133,133,133,133,133,0.722478668,0.729323308,11,11,48,9,9,9,9,12,12,64,10,10,10,10,3,3,5,2,2,2,2,1.228,1.228,0.232,0.824,0.824,0.824,0.824,0.971,0.971,8.69,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,8.9938,17.4228,17.4228,17.4228,17.4228,22.99,22.99,112.411,18.998,18.998,18.998,18.998,371.15,371.15,594.33,53.63,53.63,53.63,53.63,2.103814
102,102,102,74.5,133,133,133,133,133,0.800819728,0.560150376,11,11,27,9,9,9,9,12,12,32,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.421,0.824,0.824,0.824,0.824,0.971,0.971,8.86,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,7.881,17.4228,17.4228,17.4228,17.4228,22.99,22.99,58.933,18.998,18.998,18.998,18.998,371.15,371.15,1768.15,53.63,53.63,53.63,53.63,1.280853
102,102,102,67,133,133,133,133,133,0.830850468,0.503759398,11,11,24,9,9,9,9,12,12,28,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.449,0.824,0.824,0.824,0.824,0.971,0.971,7.15,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,6.7665,17.4228,17.4228,17.4228,17.4228,22.99,22.99,51.996,18.998,18.998,18.998,18.998,371.15,371.15,2130.15,53.63,53.63,53.63,53.63,-3.761008
102,102,102,73,133,133,133,133,133,0.80665094,0.54887218,11,11,29,9,9,9,9,12,12,35,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.385,0.824,0.824,0.824,0.824,0.971,0.971,8.96,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,7.7264,17.4228,17.4228,17.4228,17.4228,22.99,22.99,63.546,18.998,18.998,18.998,18.998,371.15,371.15,1357.75,53.63,53.63,53.63,53.63,3.416709544
102,102,102,65,133,133,133,133,133,0.839242897,0.488721805,11,11,26,9,9,9,9,12,12,30,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.449,0.824,0.824,0.824,0.824,0.971,0.971,7.87,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,7.9024,17.4228,17.4228,17.4228,17.4228,22.99,22.99,55.845,18.998,18.998,18.998,18.998,371.15,371.15,1808.15,53.63,53.63,53.63,53.63,-0.14138
102,102,102,72,133,133,133,133,133,0.810585822,0.541353383,11,11,12,9,9,9,9,12,12,12,10,10,10,10,3,3,3,2,2,2,2,1.228,1.228,1.023,0.824,0.824,0.824,0.824,0.971,0.971,1.74,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,7.6462,17.4228,17.4228,17.4228,17.4228,22.99,22.99,24.305,18.998,18.998,18.998,18.998,371.15,371.15,923.15,53.63,53.63,53.63,53.63,3.031533
102,102,102,61,133,133,133,133,133,0.856546874,0.458646617,11,11,25,9,9,9,9,12,12,30,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.479,0.824,0.824,0.824,0.824,0.971,0.971,7.44,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,7.434,17.4228,17.4228,17.4228,17.4228,22.99,22.99,54.938,18.998,18.998,18.998,18.998,371.15,371.15,1519.15,53.63,53.63,53.63,53.63,-2.106858296
102,102,102,69,133,133,133,133,133,0.822624226,0.518796992,11,11,28,9,9,9,9,12,12,31,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.444,0.824,0.824,0.824,0.824,0.971,0.971,8.91,0.0017,0.0017,0.0017,0.0017,5.1391,5.1391,7.6398,17.4228,17.4228,17.4228,17.4228,22.99,22.99,58.693,18.998,18.998,18.998,18.998,371.15,371.15,1726.15,53.63,53.63,53.63,53.63,3.801886524
152,152,152,135,133,133,133,133,133,0.75196057,1.015037594,37,37,56,9,9,9,9,48,48,81,10,10,10,10,5,5,6,2,2,2,2,0.363,0.363,0.204,0.824,0.824,0.824,0.824,1.53,1.53,3.59,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,5.2117,17.4228,17.4228,17.4228,17.4228,85.468,85.468,137.327,18.998,18.998,18.998,18.998,312.79,312.79,1002.15,53.63,53.63,53.63,53.63,2.445811
152,152,152,74,133,133,133,133,133,0.973552815,0.556390977,37,37,30,9,9,9,9,48,48,35,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.388,0.824,0.824,0.824,0.824,1.53,1.53,7.13,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,9.3942,17.4228,17.4228,17.4228,17.4228,85.468,85.468,65.38,18.998,18.998,18.998,18.998,312.79,312.79,692.88,53.63,53.63,53.63,53.63,-2.652135
152,152,152,99,133,133,133,133,133,0.868644106,0.744360902,37,37,20,9,9,9,9,48,48,20,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.647,0.824,0.824,0.824,0.824,1.53,1.53,1.54,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,6.1132,17.4228,17.4228,17.4228,17.4228,85.468,85.468,40.078,18.998,18.998,18.998,18.998,312.79,312.79,1112.15,53.63,53.63,53.63,53.63,2.218647
152,152,152,97,133,133,133,133,133,0.876197533,0.729323308,37,37,48,9,9,9,9,48,48,64,10,10,10,10,5,5,5,2,2,2,2,0.363,0.363,0.232,0.824,0.824,0.824,0.824,1.53,1.53,8.69,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,8.9938,17.4228,17.4228,17.4228,17.4228,85.468,85.468,112.411,18.998,18.998,18.998,18.998,312.79,312.79,594.33,53.63,53.63,53.63,53.63,0.939276
152,152,152,74.5,133,133,133,133,133,0.971206904,0.560150376,37,37,27,9,9,9,9,48,48,32,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.421,0.824,0.824,0.824,0.824,1.53,1.53,8.86,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,7.881,17.4228,17.4228,17.4228,17.4228,85.468,85.468,58.933,18.998,18.998,18.998,18.998,312.79,312.79,1768.15,53.63,53.63,53.63,53.63,2.957712
152,152,152,67,133,133,133,133,133,1.007627163,0.503759398,37,37,24,9,9,9,9,48,48,28,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.449,0.824,0.824,0.824,0.824,1.53,1.53,7.15,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,6.7665,17.4228,17.4228,17.4228,17.4228,85.468,85.468,51.996,18.998,18.998,18.998,18.998,312.79,312.79,2130.15,53.63,53.63,53.63,53.63,-2.793789
152,152,152,73,133,133,133,133,133,0.978278799,0.54887218,37,37,29,9,9,9,9,48,48,35,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.385,0.824,0.824,0.824,0.824,1.53,1.53,8.96,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,7.7264,17.4228,17.4228,17.4228,17.4228,85.468,85.468,63.546,18.998,18.998,18.998,18.998,312.79,312.79,1357.75,53.63,53.63,53.63,53.63,2.251445544
152,152,152,65,133,133,133,133,133,1.017805215,0.488721805,37,37,26,9,9,9,9,48,48,30,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.449,0.824,0.824,0.824,0.824,1.53,1.53,7.87,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,7.9024,17.4228,17.4228,17.4228,17.4228,85.468,85.468,55.845,18.998,18.998,18.998,18.998,312.79,312.79,1808.15,53.63,53.63,53.63,53.63,0.22958
152,152,152,72,133,133,133,133,133,0.983050891,0.541353383,37,37,12,9,9,9,9,48,48,12,10,10,10,10,5,5,3,2,2,2,2,0.363,0.363,1.023,0.824,0.824,0.824,0.824,1.53,1.53,1.74,0.0017,0.0017,0.0017,0.0017,4.1771,4.1771,7.6462,17.4228,17.4228,17.4228,17.4228,85.468,85.468,24.305,18.998,18.998,18.998,18.998,312.79,312.79,923.15,53.63,53.63,53.63,53.63,1.878962
